Shipment Date,HS Code,Estimated HS Code,Product,Shipper Standarised Name,Shipper,Outbound Country,Inbound Country,Net Weight (kg),Shipment Value (USD),Port of Unlading
"Jan 31, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,6150,NA
"Jan 31, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,960,NA
"Jan 31, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,20,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,30,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,264,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,250,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,966.64,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,18988,NA
"Jan 31, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,483.32,NA
"Jan 30, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 30, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1691.62,NA
"Jan 27, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,24,NA
"Jan 27, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,24,NA
"Jan 27, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 27, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,60,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1960,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,14,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,132,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3232.2,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,125,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,90,NA
"Jan 26, 2023",39231003,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,7444,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3840,NA
"Jan 25, 2023",NA,441990,Wooden Cutlery Fork Knife,Greenwood Dalian Industrial Company,Greenwood(Dalian) Industrial Co Ltd,China,United States,8153,32022.25,"Baltimore, Maryland"
"Jan 25, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,276,NA
"Jan 25, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3624.9,NA
"Jan 25, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3624.9,NA
"Jan 25, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 24, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,30,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,362.49,NA
"Jan 24, 2023",70091099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,152.08,NA
"Jan 24, 2023",85443099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,0.88,NA
"Jan 24, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,2.3,NA
"Jan 23, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,28,NA
"Jan 23, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,1,NA
"Jan 23, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,49,NA
"Jan 23, 2023",39269099,NA,NA,Prote Sa De Cv,Prote Sa De Cv,Mexico,United States,NA,1475,NA
"Jan 23, 2023",73269099,NA,NA,Prote Sa De Cv,Prote Sa De Cv,Mexico,United States,NA,1360,NA
"Jan 23, 2023",44219999,NA,NA,Prote Sa De Cv,Prote Sa De Cv,Mexico,United States,NA,40,NA
"Jan 23, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,2,NA
"Jan 20, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,26,NA
"Jan 20, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,23,NA
"Jan 20, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 20, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,48,NA
"Jan 20, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,680,NA
"Jan 20, 2023",39231003,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,11840,NA
"Jan 20, 2023",73181599,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,14,NA
"Jan 20, 2023",87082906,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,309.49,NA
"Jan 20, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,10.8,NA
"Jan 19, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,60,NA
"Jan 19, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 19, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,66,NA
"Jan 19, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 18, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,6150,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,132,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,192,NA
"Jan 18, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,98739.15,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 17, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 17, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1691.62,NA
"Jan 17, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,322,NA
"Jan 17, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,330,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 16, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,160,NA
"Jan 16, 2023",44152002,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,40,NA
"Jan 16, 2023",39231003,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,14400,NA
"Jan 16, 2023",39239099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,2100,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,35,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,10,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 16, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3624.9,NA
"Jan 14, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,32,NA
"Jan 13, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,125,NA
"Jan 13, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,6370,NA
"Jan 13, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,8,NA
"Jan 13, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,2.2,NA
"Jan 13, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1.6,NA
"Jan 13, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,32,NA
"Jan 13, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,7380,NA
"Jan 13, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,4160,NA
"Jan 13, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 13, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1.28,NA
"Jan 11, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,13,NA
"Jan 10, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,48,NA
"Jan 10, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,228,NA
"Jan 10, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,500,NA
"Jan 10, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,172,NA
"Jan 10, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 10, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,4305,NA
"Jan 10, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,360,NA
"Jan 10, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1263.5,NA
"Jan 09, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,24,NA
"Jan 09, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,28,NA
"Jan 09, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,24,NA
"Jan 09, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,241.66,NA
"Jan 09, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1329.13,NA
"Jan 09, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,362.49,NA
"Jan 06, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,29.48,NA
"Jan 06, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,32546.77,NA
"Jan 05, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,9,NA
"Jan 05, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,38.25,NA
"Jan 05, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,7,NA
"Jan 05, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,32,NA
"Jan 04, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,362.49,NA
"Jan 04, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,625,NA
"Jan 04, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,1329.13,NA
"Jan 04, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,60,NA
"Jan 04, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,276,NA
"Jan 04, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,264,NA
"Jan 03, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,210,NA
"Jan 02, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,1625,NA
"Jan 02, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,2174.94,NA
"Jan 02, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,29,NA